Wins, Kills, Deaths, Assists, Score/Round, KAD Ratio, Kills/Round,Plants, First Bloods, Clutches, Flawless,Aces
 25, 662, 715, 286, 194.1, 1.33, 0.7, 75, 94, 24, 35, 1, 
