"rank","wins","kills","deaths","assists","scoreRound","KAD","killsRounds","plants","firstBloods","clutches","flawless","aces"
Diamond 1, 31, 831, 939, 410, 188.8, 1.32, 0.6, 99, 56, 24, 47, 0
